PeriodEnd,PeriodStart,Period,Dhi,Dni,Ebh,Ghi
2013-06-10T13:00:00Z,2013-06-10T12:00:00Z,PT60M,353,0,0,353
2013-06-10T14:00:00Z,2013-06-10T13:00:00Z,PT60M,375,0,0,375
2013-06-10T15:00:00Z,2013-06-10T14:00:00Z,PT60M,358,15,10,368
2013-06-10T16:00:00Z,2013-06-10T15:00:00Z,PT60M,324,11,8,331
2013-06-10T17:00:00Z,2013-06-10T16:00:00Z,PT60M,198,0,0,198
2013-06-10T18:00:00Z,2013-06-10T17:00:00Z,PT60M,148,0,0,148
2013-06-10T19:00:00Z,2013-06-10T18:00:00Z,PT60M,67,0,0,67
2013-06-10T20:00:00Z,2013-06-10T19:00:00Z,PT60M,24,14,1,25
2013-06-10T21:00:00Z,2013-06-10T20:00:00Z,PT60M,1,1,0,1
2013-06-10T22:00:00Z,2013-06-10T21:00:00Z,PT60M,0,0,0,0
2013-06-10T23:00:00Z,2013-06-10T22:00:00Z,PT60M,0,0,0,0
2013-06-11T00:00:00Z,2013-06-10T23:00:00Z,PT60M,0,0,0,0
2013-06-11T01:00:00Z,2013-06-11T00:00:00Z,PT60M,0,0,0,0
2013-06-11T02:00:00Z,2013-06-11T01:00:00Z,PT60M,0,0,0,0
2013-06-11T03:00:00Z,2013-06-11T02:00:00Z,PT60M,0,0,0,0
2013-06-11T04:00:00Z,2013-06-11T03:00:00Z,PT60M,0,0,0,0
2013-06-11T05:00:00Z,2013-06-11T04:00:00Z,PT60M,15,0,0,15
2013-06-11T06:00:00Z,2013-06-11T05:00:00Z,PT60M,18,0,0,18
2013-06-11T07:00:00Z,2013-06-11T06:00:00Z,PT60M,88,0,0,88
2013-06-11T08:00:00Z,2013-06-11T07:00:00Z,PT60M,203,0,0,203
2013-06-11T09:00:00Z,2013-06-11T08:00:00Z,PT60M,326,0,0,326
2013-06-11T10:00:00Z,2013-06-11T09:00:00Z,PT60M,275,0,0,275
2013-06-11T11:00:00Z,2013-06-11T10:00:00Z,PT60M,268,0,0,268
2013-06-11T12:00:00Z,2013-06-11T11:00:00Z,PT60M,300,0,0,300
2013-06-11T13:00:00Z,2013-06-11T12:00:00Z,PT60M,250,0,0,250
2013-06-11T14:00:00Z,2013-06-11T13:00:00Z,PT60M,193,0,0,193
2013-06-11T15:00:00Z,2013-06-11T14:00:00Z,PT60M,231,0,0,231
2013-06-11T16:00:00Z,2013-06-11T15:00:00Z,PT60M,254,0,0,254
2013-06-11T17:00:00Z,2013-06-11T16:00:00Z,PT60M,183,0,0,183
2013-06-11T18:00:00Z,2013-06-11T17:00:00Z,PT60M,124,0,0,124
2013-06-11T19:00:00Z,2013-06-11T18:00:00Z,PT60M,53,0,0,53
2013-06-11T20:00:00Z,2013-06-11T19:00:00Z,PT60M,25,0,0,25
2013-06-11T21:00:00Z,2013-06-11T20:00:00Z,PT60M,0,0,0,0
2013-06-11T22:00:00Z,2013-06-11T21:00:00Z,PT60M,0,0,0,0
2013-06-11T23:00:00Z,2013-06-11T22:00:00Z,PT60M,0,0,0,0
2013-06-12T00:00:00Z,2013-06-11T23:00:00Z,PT60M,0,0,0,0
2013-06-12T01:00:00Z,2013-06-12T00:00:00Z,PT60M,0,0,0,0
2013-06-12T02:00:00Z,2013-06-12T01:00:00Z,PT60M,0,0,0,0
2013-06-12T03:00:00Z,2013-06-12T02:00:00Z,PT60M,0,0,0,0
2013-06-12T04:00:00Z,2013-06-12T03:00:00Z,PT60M,0,0,0,0
2013-06-12T05:00:00Z,2013-06-12T04:00:00Z,PT60M,10,0,0,10
2013-06-12T06:00:00Z,2013-06-12T05:00:00Z,PT60M,19,0,0,19
2013-06-12T07:00:00Z,2013-06-12T06:00:00Z,PT60M,54,0,0,54
2013-06-12T08:00:00Z,2013-06-12T07:00:00Z,PT60M,97,0,0,97
2013-06-12T09:00:00Z,2013-06-12T08:00:00Z,PT60M,230,0,0,230
2013-06-12T10:00:00Z,2013-06-12T09:00:00Z,PT60M,317,0,0,317
2013-06-12T11:00:00Z,2013-06-12T10:00:00Z,PT60M,372,5,4,376
2013-06-12T12:00:00Z,2013-06-12T11:00:00Z,PT60M,231,0,0,231
2013-06-12T13:00:00Z,2013-06-12T12:00:00Z,PT60M,294,0,0,294
2013-06-12T14:00:00Z,2013-06-12T13:00:00Z,PT60M,191,0,0,191
2013-06-12T15:00:00Z,2013-06-12T14:00:00Z,PT60M,161,0,0,161
2013-06-12T16:00:00Z,2013-06-12T15:00:00Z,PT60M,132,0,0,132
2013-06-12T17:00:00Z,2013-06-12T16:00:00Z,PT60M,87,0,0,87
2013-06-12T18:00:00Z,2013-06-12T17:00:00Z,PT60M,83,0,0,83
2013-06-12T19:00:00Z,2013-06-12T18:00:00Z,PT60M,35,0,0,35
2013-06-12T20:00:00Z,2013-06-12T19:00:00Z,PT60M,19,0,0,19
2013-06-12T21:00:00Z,2013-06-12T20:00:00Z,PT60M,0,0,0,0
2013-06-12T22:00:00Z,2013-06-12T21:00:00Z,PT60M,0,0,0,0
2013-06-12T23:00:00Z,2013-06-12T22:00:00Z,PT60M,0,0,0,0
2013-06-13T00:00:00Z,2013-06-12T23:00:00Z,PT60M,0,0,0,0
2013-06-13T01:00:00Z,2013-06-13T00:00:00Z,PT60M,0,0,0,0
2013-06-13T02:00:00Z,2013-06-13T01:00:00Z,PT60M,0,0,0,0
2013-06-13T03:00:00Z,2013-06-13T02:00:00Z,PT60M,0,0,0,0
2013-06-13T04:00:00Z,2013-06-13T03:00:00Z,PT60M,0,0,0,0
2013-06-13T05:00:00Z,2013-06-13T04:00:00Z,PT60M,9,0,0,9
2013-06-13T06:00:00Z,2013-06-13T05:00:00Z,PT60M,25,0,0,25
2013-06-13T07:00:00Z,2013-06-13T06:00:00Z,PT60M,58,0,0,58
2013-06-13T08:00:00Z,2013-06-13T07:00:00Z,PT60M,104,0,0,104
2013-06-13T09:00:00Z,2013-06-13T08:00:00Z,PT60M,121,0,0,121
2013-06-13T10:00:00Z,2013-06-13T09:00:00Z,PT60M,217,0,0,217
2013-06-13T11:00:00Z,2013-06-13T10:00:00Z,PT60M,169,0,0,169
2013-06-13T12:00:00Z,2013-06-13T11:00:00Z,PT60M,255,0,0,255
2013-06-13T13:00:00Z,2013-06-13T12:00:00Z,PT60M,383,18,16,399
2013-06-13T14:00:00Z,2013-06-13T13:00:00Z,PT60M,221,0,0,221
2013-06-13T15:00:00Z,2013-06-13T14:00:00Z,PT60M,367,74,54,421
2013-06-13T16:00:00Z,2013-06-13T15:00:00Z,PT60M,248,6,4,252
2013-06-13T17:00:00Z,2013-06-13T16:00:00Z,PT60M,262,66,35,297
2013-06-13T18:00:00Z,2013-06-13T17:00:00Z,PT60M,129,0,0,129
2013-06-13T19:00:00Z,2013-06-13T18:00:00Z,PT60M,74,0,0,74
2013-06-13T20:00:00Z,2013-06-13T19:00:00Z,PT60M,33,24,2,35
2013-06-13T21:00:00Z,2013-06-13T20:00:00Z,PT60M,1,2,0,1
2013-06-13T22:00:00Z,2013-06-13T21:00:00Z,PT60M,0,0,0,0
2013-06-13T23:00:00Z,2013-06-13T22:00:00Z,PT60M,0,0,0,0
2013-06-14T00:00:00Z,2013-06-13T23:00:00Z,PT60M,0,0,0,0
2013-06-14T01:00:00Z,2013-06-14T00:00:00Z,PT60M,0,0,0,0
2013-06-14T02:00:00Z,2013-06-14T01:00:00Z,PT60M,0,0,0,0
2013-06-14T03:00:00Z,2013-06-14T02:00:00Z,PT60M,0,0,0,0
2013-06-14T04:00:00Z,2013-06-14T03:00:00Z,PT60M,1,3,0,1
2013-06-14T05:00:00Z,2013-06-14T04:00:00Z,PT60M,24,46,4,28
2013-06-14T06:00:00Z,2013-06-14T05:00:00Z,PT60M,55,0,0,55
2013-06-14T07:00:00Z,2013-06-14T06:00:00Z,PT60M,117,0,0,117
2013-06-14T08:00:00Z,2013-06-14T07:00:00Z,PT60M,148,0,0,148
2013-06-14T09:00:00Z,2013-06-14T08:00:00Z,PT60M,231,0,0,231
2013-06-14T10:00:00Z,2013-06-14T09:00:00Z,PT60M,364,0,0,364
2013-06-14T11:00:00Z,2013-06-14T10:00:00Z,PT60M,456,47,40,496
2013-06-14T12:00:00Z,2013-06-14T11:00:00Z,PT60M,515,54,47,562
2013-06-14T13:00:00Z,2013-06-14T12:00:00Z,PT60M,418,314,273,692
2013-06-14T14:00:00Z,2013-06-14T13:00:00Z,PT60M,104,880,735,839
2013-06-14T15:00:00Z,2013-06-14T14:00:00Z,PT60M,96,867,660,756
2013-06-14T16:00:00Z,2013-06-14T15:00:00Z,PT60M,93,829,543,636
2013-06-14T17:00:00Z,2013-06-14T16:00:00Z,PT60M,85,771,406,491
2013-06-14T18:00:00Z,2013-06-14T17:00:00Z,PT60M,131,302,129,260
2013-06-14T19:00:00Z,2013-06-14T18:00:00Z,PT60M,71,0,0,71
2013-06-14T20:00:00Z,2013-06-14T19:00:00Z,PT60M,24,24,2,26
2013-06-14T21:00:00Z,2013-06-14T20:00:00Z,PT60M,1,2,0,1
2013-06-14T22:00:00Z,2013-06-14T21:00:00Z,PT60M,0,0,0,0
2013-06-14T23:00:00Z,2013-06-14T22:00:00Z,PT60M,0,0,0,0
2013-06-15T00:00:00Z,2013-06-14T23:00:00Z,PT60M,0,0,0,0
2013-06-15T01:00:00Z,2013-06-15T00:00:00Z,PT60M,0,0,0,0
2013-06-15T02:00:00Z,2013-06-15T01:00:00Z,PT60M,0,0,0,0
2013-06-15T03:00:00Z,2013-06-15T02:00:00Z,PT60M,0,0,0,0
2013-06-15T04:00:00Z,2013-06-15T03:00:00Z,PT60M,1,3,0,1
2013-06-15T05:00:00Z,2013-06-15T04:00:00Z,PT60M,31,141,19,50
2013-06-15T06:00:00Z,2013-06-15T05:00:00Z,PT60M,80,255,55,136
2013-06-15T07:00:00Z,2013-06-15T06:00:00Z,PT60M,76,626,237,313
2013-06-15T08:00:00Z,2013-06-15T07:00:00Z,PT60M,162,255,143,304
2013-06-15T09:00:00Z,2013-06-15T08:00:00Z,PT60M,251,241,154,406
2013-06-15T10:00:00Z,2013-06-15T09:00:00Z,PT60M,335,165,124,459
2013-06-15T11:00:00Z,2013-06-15T10:00:00Z,PT60M,424,162,138,562
2013-06-15T12:00:00Z,2013-06-15T11:00:00Z,PT60M,444,4,4,447
2013-06-15T13:00:00Z,2013-06-15T12:00:00Z,PT60M,180,3,3,183
2013-06-15T14:00:00Z,2013-06-15T13:00:00Z,PT60M,174,71,57,230
2013-06-15T15:00:00Z,2013-06-15T14:00:00Z,PT60M,237,133,107,344
2013-06-15T16:00:00Z,2013-06-15T15:00:00Z,PT60M,216,92,57,273
2013-06-15T17:00:00Z,2013-06-15T16:00:00Z,PT60M,196,333,185,381
2013-06-15T18:00:00Z,2013-06-15T17:00:00Z,PT60M,147,165,67,214
2013-06-15T19:00:00Z,2013-06-15T18:00:00Z,PT60M,103,24,7,110
2013-06-15T20:00:00Z,2013-06-15T19:00:00Z,PT60M,31,89,10,41
2013-06-15T21:00:00Z,2013-06-15T20:00:00Z,PT60M,1,2,0,1
2013-06-15T22:00:00Z,2013-06-15T21:00:00Z,PT60M,0,0,0,0
2013-06-15T23:00:00Z,2013-06-15T22:00:00Z,PT60M,0,0,0,0
2013-06-16T00:00:00Z,2013-06-15T23:00:00Z,PT60M,0,0,0,0
2013-06-16T01:00:00Z,2013-06-16T00:00:00Z,PT60M,0,0,0,0
2013-06-16T02:00:00Z,2013-06-16T01:00:00Z,PT60M,0,0,0,0
2013-06-16T03:00:00Z,2013-06-16T02:00:00Z,PT60M,0,0,0,0
2013-06-16T04:00:00Z,2013-06-16T03:00:00Z,PT60M,0,0,0,0
2013-06-16T05:00:00Z,2013-06-16T04:00:00Z,PT60M,14,0,0,14
2013-06-16T06:00:00Z,2013-06-16T05:00:00Z,PT60M,54,0,0,54
2013-06-16T07:00:00Z,2013-06-16T06:00:00Z,PT60M,135,0,0,135
2013-06-16T08:00:00Z,2013-06-16T07:00:00Z,PT60M,289,34,19,308
2013-06-16T09:00:00Z,2013-06-16T08:00:00Z,PT60M,332,0,0,332
2013-06-16T10:00:00Z,2013-06-16T09:00:00Z,PT60M,384,0,0,384
2013-06-16T11:00:00Z,2013-06-16T10:00:00Z,PT60M,294,0,0,294
2013-06-16T12:00:00Z,2013-06-16T11:00:00Z,PT60M,357,0,0,357
2013-06-16T13:00:00Z,2013-06-16T12:00:00Z,PT60M,352,10,9,361
2013-06-16T14:00:00Z,2013-06-16T13:00:00Z,PT60M,447,115,98,545
2013-06-16T15:00:00Z,2013-06-16T14:00:00Z,PT60M,361,214,157,519
2013-06-16T16:00:00Z,2013-06-16T15:00:00Z,PT60M,252,441,282,534
2013-06-16T17:00:00Z,2013-06-16T16:00:00Z,PT60M,98,716,379,478
2013-06-16T18:00:00Z,2013-06-16T17:00:00Z,PT60M,175,133,59,234
2013-06-16T19:00:00Z,2013-06-16T18:00:00Z,PT60M,96,5,1,97
2013-06-16T20:00:00Z,2013-06-16T19:00:00Z,PT60M,24,0,0,24
2013-06-16T21:00:00Z,2013-06-16T20:00:00Z,PT60M,0,0,0,0
2013-06-16T22:00:00Z,2013-06-16T21:00:00Z,PT60M,0,0,0,0
2013-06-16T23:00:00Z,2013-06-16T22:00:00Z,PT60M,0,0,0,0
2013-06-17T00:00:00Z,2013-06-16T23:00:00Z,PT60M,0,0,0,0
2013-06-17T01:00:00Z,2013-06-17T00:00:00Z,PT60M,0,0,0,0
2013-06-17T02:00:00Z,2013-06-17T01:00:00Z,PT60M,0,0,0,0
2013-06-17T03:00:00Z,2013-06-17T02:00:00Z,PT60M,0,0,0,0
2013-06-17T04:00:00Z,2013-06-17T03:00:00Z,PT60M,1,0,0,1
2013-06-17T05:00:00Z,2013-06-17T04:00:00Z,PT60M,9,0,0,9
2013-06-17T06:00:00Z,2013-06-17T05:00:00Z,PT60M,14,0,0,14
2013-06-17T07:00:00Z,2013-06-17T06:00:00Z,PT60M,62,0,0,62
2013-06-17T08:00:00Z,2013-06-17T07:00:00Z,PT60M,173,0,0,173
2013-06-17T09:00:00Z,2013-06-17T08:00:00Z,PT60M,295,0,0,295
2013-06-17T10:00:00Z,2013-06-17T09:00:00Z,PT60M,278,0,0,278
2013-06-17T11:00:00Z,2013-06-17T10:00:00Z,PT60M,294,0,0,294
2013-06-17T12:00:00Z,2013-06-17T11:00:00Z,PT60M,443,54,48,490
2013-06-17T13:00:00Z,2013-06-17T12:00:00Z,PT60M,474,6,5,479
2013-06-17T14:00:00Z,2013-06-17T13:00:00Z,PT60M,502,31,25,528
2013-06-17T15:00:00Z,2013-06-17T14:00:00Z,PT60M,419,159,121,540
2013-06-17T16:00:00Z,2013-06-17T15:00:00Z,PT60M,332,112,75,407
2013-06-17T17:00:00Z,2013-06-17T16:00:00Z,PT60M,293,17,9,302
2013-06-17T18:00:00Z,2013-06-17T17:00:00Z,PT60M,140,9,4,144
2013-06-17T19:00:00Z,2013-06-17T18:00:00Z,PT60M,53,0,0,53
2013-06-17T20:00:00Z,2013-06-17T19:00:00Z,PT60M,24,0,0,24
2013-06-17T21:00:00Z,2013-06-17T20:00:00Z,PT60M,1,0,0,1
2013-06-17T22:00:00Z,2013-06-17T21:00:00Z,PT60M,0,0,0,0
2013-06-17T23:00:00Z,2013-06-17T22:00:00Z,PT60M,0,0,0,0
2013-06-18T00:00:00Z,2013-06-17T23:00:00Z,PT60M,0,0,0,0
2013-06-18T01:00:00Z,2013-06-18T00:00:00Z,PT60M,0,0,0,0
2013-06-18T02:00:00Z,2013-06-18T01:00:00Z,PT60M,0,0,0,0
2013-06-18T03:00:00Z,2013-06-18T02:00:00Z,PT60M,0,0,0,0
2013-06-18T04:00:00Z,2013-06-18T03:00:00Z,PT60M,1,0,0,1
2013-06-18T05:00:00Z,2013-06-18T04:00:00Z,PT60M,26,0,0,26
2013-06-18T06:00:00Z,2013-06-18T05:00:00Z,PT60M,96,26,7,103
2013-06-18T07:00:00Z,2013-06-18T06:00:00Z,PT60M,129,0,0,129
2013-06-18T08:00:00Z,2013-06-18T07:00:00Z,PT60M,239,0,0,239
2013-06-18T09:00:00Z,2013-06-18T08:00:00Z,PT60M,376,40,27,403
2013-06-18T10:00:00Z,2013-06-18T09:00:00Z,PT60M,304,375,284,588
2013-06-18T11:00:00Z,2013-06-18T10:00:00Z,PT60M,332,0,0,332
2013-06-18T12:00:00Z,2013-06-18T11:00:00Z,PT60M,228,0,0,228
2013-06-18T13:00:00Z,2013-06-18T12:00:00Z,PT60M,323,0,0,323
2013-06-18T14:00:00Z,2013-06-18T13:00:00Z,PT60M,176,0,0,176
2013-06-18T15:00:00Z,2013-06-18T14:00:00Z,PT60M,182,0,0,182
2013-06-18T16:00:00Z,2013-06-18T15:00:00Z,PT60M,142,0,0,142
2013-06-18T17:00:00Z,2013-06-18T16:00:00Z,PT60M,185,14,8,193
2013-06-18T18:00:00Z,2013-06-18T17:00:00Z,PT60M,130,9,3,133
2013-06-18T19:00:00Z,2013-06-18T18:00:00Z,PT60M,98,41,12,110
2013-06-18T20:00:00Z,2013-06-18T19:00:00Z,PT60M,21,0,0,21
2013-06-18T21:00:00Z,2013-06-18T20:00:00Z,PT60M,1,0,0,1
2013-06-18T22:00:00Z,2013-06-18T21:00:00Z,PT60M,0,0,0,0
2013-06-18T23:00:00Z,2013-06-18T22:00:00Z,PT60M,0,0,0,0
2013-06-19T00:00:00Z,2013-06-18T23:00:00Z,PT60M,0,0,0,0
2013-06-19T01:00:00Z,2013-06-19T00:00:00Z,PT60M,0,0,0,0
2013-06-19T02:00:00Z,2013-06-19T01:00:00Z,PT60M,0,0,0,0
2013-06-19T03:00:00Z,2013-06-19T02:00:00Z,PT60M,0,0,0,0
2013-06-19T04:00:00Z,2013-06-19T03:00:00Z,PT60M,0,0,0,0
2013-06-19T05:00:00Z,2013-06-19T04:00:00Z,PT60M,8,0,0,8
2013-06-19T06:00:00Z,2013-06-19T05:00:00Z,PT60M,25,0,0,25
2013-06-19T07:00:00Z,2013-06-19T06:00:00Z,PT60M,155,8,4,159
2013-06-19T08:00:00Z,2013-06-19T07:00:00Z,PT60M,262,15,7,269
2013-06-19T09:00:00Z,2013-06-19T08:00:00Z,PT60M,351,50,32,383
2013-06-19T10:00:00Z,2013-06-19T09:00:00Z,PT60M,396,0,0,396
2013-06-19T11:00:00Z,2013-06-19T10:00:00Z,PT60M,442,182,155,598
2013-06-19T12:00:00Z,2013-06-19T11:00:00Z,PT60M,274,599,525,799
2013-06-19T13:00:00Z,2013-06-19T12:00:00Z,PT60M,233,667,584,818
2013-06-19T14:00:00Z,2013-06-19T13:00:00Z,PT60M,273,566,475,748
2013-06-19T15:00:00Z,2013-06-19T14:00:00Z,PT60M,429,49,39,469
2013-06-19T16:00:00Z,2013-06-19T15:00:00Z,PT60M,313,72,45,358
2013-06-19T17:00:00Z,2013-06-19T16:00:00Z,PT60M,194,4,3,197
2013-06-19T18:00:00Z,2013-06-19T17:00:00Z,PT60M,115,0,0,115
2013-06-19T19:00:00Z,2013-06-19T18:00:00Z,PT60M,36,0,0,36
2013-06-19T20:00:00Z,2013-06-19T19:00:00Z,PT60M,17,0,0,17
2013-06-19T21:00:00Z,2013-06-19T20:00:00Z,PT60M,0,0,0,0
2013-06-19T22:00:00Z,2013-06-19T21:00:00Z,PT60M,0,0,0,0
2013-06-19T23:00:00Z,2013-06-19T22:00:00Z,PT60M,0,0,0,0
2013-06-20T00:00:00Z,2013-06-19T23:00:00Z,PT60M,0,0,0,0
2013-06-20T01:00:00Z,2013-06-20T00:00:00Z,PT60M,0,0,0,0
2013-06-20T02:00:00Z,2013-06-20T01:00:00Z,PT60M,0,0,0,0
2013-06-20T03:00:00Z,2013-06-20T02:00:00Z,PT60M,0,0,0,0
2013-06-20T04:00:00Z,2013-06-20T03:00:00Z,PT60M,1,0,0,1
2013-06-20T05:00:00Z,2013-06-20T04:00:00Z,PT60M,14,0,0,14
2013-06-20T06:00:00Z,2013-06-20T05:00:00Z,PT60M,71,0,0,71
2013-06-20T07:00:00Z,2013-06-20T06:00:00Z,PT60M,167,0,0,167
2013-06-20T08:00:00Z,2013-06-20T07:00:00Z,PT60M,225,0,0,225
2013-06-20T09:00:00Z,2013-06-20T08:00:00Z,PT60M,190,0,0,190
2013-06-20T10:00:00Z,2013-06-20T09:00:00Z,PT60M,375,0,0,375
2013-06-20T11:00:00Z,2013-06-20T10:00:00Z,PT60M,256,0,0,256
2013-06-20T12:00:00Z,2013-06-20T11:00:00Z,PT60M,188,0,0,188
2013-06-20T13:00:00Z,2013-06-20T12:00:00Z,PT60M,190,0,0,190
2013-06-20T14:00:00Z,2013-06-20T13:00:00Z,PT60M,181,0,0,181
2013-06-20T15:00:00Z,2013-06-20T14:00:00Z,PT60M,185,0,0,185
2013-06-20T16:00:00Z,2013-06-20T15:00:00Z,PT60M,197,0,0,197
2013-06-20T17:00:00Z,2013-06-20T16:00:00Z,PT60M,227,0,0,227
2013-06-20T18:00:00Z,2013-06-20T17:00:00Z,PT60M,135,4,1,136
2013-06-20T19:00:00Z,2013-06-20T18:00:00Z,PT60M,86,8,2,89
2013-06-20T20:00:00Z,2013-06-20T19:00:00Z,PT60M,25,9,1,26
2013-06-20T21:00:00Z,2013-06-20T20:00:00Z,PT60M,1,1,0,1
2013-06-20T22:00:00Z,2013-06-20T21:00:00Z,PT60M,0,0,0,0
2013-06-20T23:00:00Z,2013-06-20T22:00:00Z,PT60M,0,0,0,0
2013-06-21T00:00:00Z,2013-06-20T23:00:00Z,PT60M,0,0,0,0
2013-06-21T01:00:00Z,2013-06-21T00:00:00Z,PT60M,0,0,0,0
2013-06-21T02:00:00Z,2013-06-21T01:00:00Z,PT60M,0,0,0,0
2013-06-21T03:00:00Z,2013-06-21T02:00:00Z,PT60M,0,0,0,0
2013-06-21T04:00:00Z,2013-06-21T03:00:00Z,PT60M,0,0,0,0
2013-06-21T05:00:00Z,2013-06-21T04:00:00Z,PT60M,9,0,0,9
2013-06-21T06:00:00Z,2013-06-21T05:00:00Z,PT60M,27,0,0,27
2013-06-21T07:00:00Z,2013-06-21T06:00:00Z,PT60M,92,0,0,92
2013-06-21T08:00:00Z,2013-06-21T07:00:00Z,PT60M,108,0,0,108
2013-06-21T09:00:00Z,2013-06-21T08:00:00Z,PT60M,197,0,0,197
2013-06-21T10:00:00Z,2013-06-21T09:00:00Z,PT60M,266,0,0,266
2013-06-21T11:00:00Z,2013-06-21T10:00:00Z,PT60M,272,24,20,292
2013-06-21T12:00:00Z,2013-06-21T11:00:00Z,PT60M,463,69,60,523
2013-06-21T13:00:00Z,2013-06-21T12:00:00Z,PT60M,477,61,54,530
2013-06-21T14:00:00Z,2013-06-21T13:00:00Z,PT60M,452,36,29,481
2013-06-21T15:00:00Z,2013-06-21T14:00:00Z,PT60M,394,252,195,588
2013-06-21T16:00:00Z,2013-06-21T15:00:00Z,PT60M,334,226,151,486
2013-06-21T17:00:00Z,2013-06-21T16:00:00Z,PT60M,204,417,222,425
2013-06-21T18:00:00Z,2013-06-21T17:00:00Z,PT60M,101,547,216,317
2013-06-21T19:00:00Z,2013-06-21T18:00:00Z,PT60M,74,404,95,169
2013-06-21T20:00:00Z,2013-06-21T19:00:00Z,PT60M,36,88,12,48
2013-06-21T21:00:00Z,2013-06-21T20:00:00Z,PT60M,1,4,0,2
2013-06-21T22:00:00Z,2013-06-21T21:00:00Z,PT60M,0,0,0,0
2013-06-21T23:00:00Z,2013-06-21T22:00:00Z,PT60M,0,0,0,0
2013-06-22T00:00:00Z,2013-06-21T23:00:00Z,PT60M,0,0,0,0
2013-06-22T01:00:00Z,2013-06-22T00:00:00Z,PT60M,0,0,0,0
2013-06-22T02:00:00Z,2013-06-22T01:00:00Z,PT60M,0,0,0,0
2013-06-22T03:00:00Z,2013-06-22T02:00:00Z,PT60M,0,0,0,0
2013-06-22T04:00:00Z,2013-06-22T03:00:00Z,PT60M,0,0,0,0
2013-06-22T05:00:00Z,2013-06-22T04:00:00Z,PT60M,15,0,0,15
2013-06-22T06:00:00Z,2013-06-22T05:00:00Z,PT60M,36,0,0,36
2013-06-22T07:00:00Z,2013-06-22T06:00:00Z,PT60M,70,0,0,70
2013-06-22T08:00:00Z,2013-06-22T07:00:00Z,PT60M,125,0,0,125
2013-06-22T09:00:00Z,2013-06-22T08:00:00Z,PT60M,267,30,21,288
2013-06-22T10:00:00Z,2013-06-22T09:00:00Z,PT60M,287,426,321,608
2013-06-22T11:00:00Z,2013-06-22T10:00:00Z,PT60M,412,14,12,423
2013-06-22T12:00:00Z,2013-06-22T11:00:00Z,PT60M,422,132,115,537
2013-06-22T13:00:00Z,2013-06-22T12:00:00Z,PT60M,252,0,0,252
2013-06-22T14:00:00Z,2013-06-22T13:00:00Z,PT60M,180,0,0,180
2013-06-22T15:00:00Z,2013-06-22T14:00:00Z,PT60M,239,0,0,239
2013-06-22T16:00:00Z,2013-06-22T15:00:00Z,PT60M,235,0,0,235
2013-06-22T17:00:00Z,2013-06-22T16:00:00Z,PT60M,224,0,0,224
2013-06-22T18:00:00Z,2013-06-22T17:00:00Z,PT60M,166,0,0,166
2013-06-22T19:00:00Z,2013-06-22T18:00:00Z,PT60M,68,0,0,68
2013-06-22T20:00:00Z,2013-06-22T19:00:00Z,PT60M,26,0,0,26
2013-06-22T21:00:00Z,2013-06-22T20:00:00Z,PT60M,1,0,0,1
2013-06-22T22:00:00Z,2013-06-22T21:00:00Z,PT60M,0,0,0,0
2013-06-22T23:00:00Z,2013-06-22T22:00:00Z,PT60M,0,0,0,0
2013-06-23T00:00:00Z,2013-06-22T23:00:00Z,PT60M,0,0,0,0
2013-06-23T01:00:00Z,2013-06-23T00:00:00Z,PT60M,0,0,0,0
2013-06-23T02:00:00Z,2013-06-23T01:00:00Z,PT60M,0,0,0,0
2013-06-23T03:00:00Z,2013-06-23T02:00:00Z,PT60M,0,0,0,0
2013-06-23T04:00:00Z,2013-06-23T03:00:00Z,PT60M,1,1,0,1
2013-06-23T05:00:00Z,2013-06-23T04:00:00Z,PT60M,19,16,1,20
2013-06-23T06:00:00Z,2013-06-23T05:00:00Z,PT60M,54,0,0,54
2013-06-23T07:00:00Z,2013-06-23T06:00:00Z,PT60M,184,0,0,184
2013-06-23T08:00:00Z,2013-06-23T07:00:00Z,PT60M,206,286,156,362
2013-06-23T09:00:00Z,2013-06-23T08:00:00Z,PT60M,239,1,1,240
2013-06-23T10:00:00Z,2013-06-23T09:00:00Z,PT60M,289,0,0,289
2013-06-23T11:00:00Z,2013-06-23T10:00:00Z,PT60M,232,113,96,328
2013-06-23T12:00:00Z,2013-06-23T11:00:00Z,PT60M,249,2,1,251
2013-06-23T13:00:00Z,2013-06-23T12:00:00Z,PT60M,265,0,0,265
2013-06-23T14:00:00Z,2013-06-23T13:00:00Z,PT60M,252,0,0,252
2013-06-23T15:00:00Z,2013-06-23T14:00:00Z,PT60M,315,0,0,315
2013-06-23T16:00:00Z,2013-06-23T15:00:00Z,PT60M,266,0,0,266
2013-06-23T17:00:00Z,2013-06-23T16:00:00Z,PT60M,218,3,2,220
2013-06-23T18:00:00Z,2013-06-23T17:00:00Z,PT60M,173,13,5,178
2013-06-23T19:00:00Z,2013-06-23T18:00:00Z,PT60M,88,12,4,91
2013-06-23T20:00:00Z,2013-06-23T19:00:00Z,PT60M,22,25,2,24
2013-06-23T21:00:00Z,2013-06-23T20:00:00Z,PT60M,1,3,0,2
2013-06-23T22:00:00Z,2013-06-23T21:00:00Z,PT60M,0,0,0,0
2013-06-23T23:00:00Z,2013-06-23T22:00:00Z,PT60M,0,0,0,0
2013-06-24T00:00:00Z,2013-06-23T23:00:00Z,PT60M,0,0,0,0
